"","seqnames","start","end","width","strand","Conc","Conc_F","Conc_M","Fold","p.value","FDR","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","Symbol.ENTREZID","Symbol.SYMBOL"
"40382","chr2",  4619522,  4619922,401,"*", 4.469647, 5.035374, 3.525859, 0.8604733,5.147688e-04,0.039408770,"Distal Intergenic", 2,  4643721,  4656892, 13172,2,"67229","ENSMUST00000192470.2",  36970,67229,Prpf18
"48595","chr3",103009802,103010202,401,"*", 5.697241, 6.141888, 5.051172, 0.7689205,5.151276e-04,0.039408770,"Promoter (<=1kb)", 3,103009920,103077085, 67166,1,"329727","ENSMUST00000173206.8",      0,329727,Dennd2c
"52843","chr4",131570696,131571096,401,"*", 5.114551, 5.594551, 4.390169, 0.8052804,5.173651e-04,0.039541402,"Promoter (<=1kb)", 4,131570781,131595097, 24317,1,"26922","ENSMUST00000030742.11",      0,26922,Mecr
"28876","chr16", 17739595, 17739995,401,"*", 5.710265, 6.153269, 5.067687, 0.8326797,5.185890e-04,0.039566478,"Exon (ENSMUST00000193194.3/ENSMUST00000193194.3, exon 1 of 1)",16, 17743546, 17745207,  1662,2,"13358","ENSMUST00000129270.8",   5212,13358,Slc25a1
"60541","chr6", 37925816, 37926216,401,"*", 4.749731, 5.234819, 4.013556, 0.8306955,5.190192e-04,0.039566478,"Promoter (<=1kb)", 6, 37925494, 37930565,  5072,1,"21848","ENSMUST00000135387.2",    322,21848,Trim24
"34765","chr18",  4987622,  4988022,401,"*", 5.766227, 6.262114, 5.004555, 0.8334905,5.192054e-04,0.039566478,"Intron (ENSMUST00000126977.8/225115, intron 1 of 37)",18,  4993813,  5046877, 53065,1,"225115","ENSMUST00000153016.8",  -5791,225115,Svil
"40638","chr2", 19147486, 19147886,401,"*", 5.064693, 5.537526, 4.356693, 0.8185822,5.224256e-04,0.039743864,"Distal Intergenic", 2, 19204113, 19315052,110940,1,"70882","ENSMUST00000049255.7", -56227,70882,Armc3
"5740","chr10", 36949032, 36949432,401,"*", 5.309886, 5.749390, 4.674711, 0.7866415,5.225458e-04,0.039743864,"Distal Intergenic",10, 37009371, 37014916,  5546,2,"17118","ENSMUST00000092584.6",  65484,17118,Marcks
"46522","chr3", 22130876, 22131276,401,"*", 5.084923, 5.587826, 4.306336, 0.8388116,5.230903e-04,0.039746757,"Promoter (<=1kb)", 3, 22130891, 22266915,136025,1,"81004","ENSMUST00000202747.4",      0,81004,Tbl1xr1
"53249","chr4",134278592,134278992,401,"*", 4.958372, 5.431976, 4.248622, 0.8182249,5.239881e-04,0.039754850,"Promoter (<=1kb)", 4,134265203,134279477, 14275,2,"74777","ENSMUST00000060435.8",    485,74777,Selenon
"50757","chr4", 48279501, 48279901,401,"*", 6.000787, 6.396572, 5.453575, 0.7314999,5.242097e-04,0.039754850,"Promoter (<=1kb)", 4, 48279760, 48309202, 29443,1,"16348","ENSMUST00000156602.2",      0,16348,Invs
"38798","chr19", 28971256, 28971656,401,"*", 4.914961, 5.408465, 4.158973, 0.8303244,5.260547e-04,0.039856259,"Intron (ENSMUST00000225310.2/67072, intron 1 of 6)",19, 28967900, 28997637, 29738,1,"67072","ENSMUST00000050148.5",   3356,67072,Cdc37l1
"77473","chrX",  7711569,  7711969,401,"*", 4.488438, 5.019080, 3.640109, 0.8593405,5.272946e-04,0.039862539,"Promoter (2-3kb)",20,  7708845,  7734204, 25360,1,"54644","ENSMUST00000130908.2",   2724,54644,Otud5
"7040","chr10", 77253569, 77253969,401,"*", 4.765761, 5.260160, 4.007640, 0.8243332,5.273864e-04,0.039862539,"Promoter (<=1kb)",10, 77161172, 77253688, 92517,2,"110532","ENSMUST00000150512.8",      0,110532,Adarb1
"68967","chr8", 11223067, 11223467,401,"*", 4.646248, 5.174961, 3.802927, 0.8526693,5.276611e-04,0.039862539,"Distal Intergenic", 8, 11237755, 11254503, 16749,1,"115486914","ENSMUST00000151014.2", -14288,115486914,Gm15418
"25188","chr15",  9140417,  9140817,401,"*", 5.256744, 5.749229, 4.503175, 0.8159815,5.286493e-04,0.039898787,"Promoter (<=1kb)",15,  9112073,  9140452, 28380,2,"27401","ENSMUST00000096482.10",      0,27401,Skp2
"63509","chr6",134988358,134988758,401,"*", 5.273514, 5.736623, 4.587319, 0.7901477,5.298085e-04,0.039922547,"Promoter (<=1kb)", 6,134988575,135000739, 12165,1,"67755","ENSMUST00000032326.11",      0,67755,Ddx47
"68013","chr7",127307580,127307980,401,"*", 6.170673, 6.503658, 5.737015, 0.8501126,5.304204e-04,0.039922547,"Promoter (<=1kb)", 7,127260628,127307957, 47330,2,"12055","ENSMUST00000106282.8",      0,12055,Bcl7c
"45022","chr2",152922851,152923251,401,"*", 5.043629, 5.559965, 4.231859, 0.8254624,5.308082e-04,0.039922547,"3' UTR", 2,152907922,152923655, 15734,1,"228788","ENSMUST00000109800.2",  14929,228788,Ccm2l
"21303","chr13", 99004339, 99004739,401,"*", 5.405749, 5.834442, 4.793081, 0.7791495,5.320420e-04,0.039922547,"Promoter (2-3kb)",13, 98983566, 99006831, 23266,2,"238799","ENSMUST00000224099.2",   2092,238799,Tnpo1
"48636","chr3",103830111,103830511,401,"*", 4.395689, 4.941956, 3.505912, 0.8587282,5.323982e-04,0.039922547,"Intron (ENSMUST00000051139.13/229675, intron 1 of 7)", 3,103835934,103867452, 31519,1,"229675","ENSMUST00000185731.4",  -5423,229675,Rsbn1
"49584","chr3",137050456,137050856,401,"*", 4.571622, 5.116789, 3.684817, 0.8598380,5.324102e-04,0.039922547,"Intron (ENSMUST00000122064.8/59308, intron 1 of 11)", 3,137046935,137133085, 86151,1,"59308","ENSMUST00000197511.2",   3521,59308,Emcn
"69410","chr8", 26658997, 26659397,401,"*", 4.502172, 5.049368, 3.609880, 0.8415297,5.325244e-04,0.039922547,"Distal Intergenic", 8, 26648821, 26650840,  2020,1,"73754","ENSMUST00000209926.2",  10176,73754,Thap1
"21564","chr13",103907810,103908210,401,"*", 4.340637, 4.909795, 3.387036, 0.8553757,5.337492e-04,0.039958489,"Promoter (1-2kb)",13,103881432,103905856, 24425,2,"218543","ENSMUST00000211491.2",  -1954,218543,Srek1
"4049","chr1",171941431,171941831,401,"*", 4.214963, 4.781860, 3.267840, 0.8596176,5.340220e-04,0.039958489,"Promoter (<=1kb)", 1,171941904,171949895,  7992,1,"12847","ENSMUST00000122845.8",    -73,12847,Copa
"66776","chr7",100445337,100445737,401,"*", 4.421088, 4.972119, 3.518340, 0.8480992,5.364396e-04,0.040072312,"Intron (ENSMUST00000107042.9/319604, intron 2 of 8)", 7,100435582,100485404, 49823,1,"319604","ENSMUST00000216021.2",   9755,319604,Fam168a
"20035","chr13", 44913606, 44914006,401,"*", 4.724051, 5.224718, 3.950887, 0.8436977,5.367566e-04,0.040072312,"Intron (ENSMUST00000174068.8/16468, intron 2 of 3)",13, 44887516, 45027790,140275,1,"16468","ENSMUST00000172581.2",  26090,16468,Jarid2
"76764","chr9",109813446,109813846,401,"*", 4.568826, 5.092713, 3.737918, 0.8519856,5.374856e-04,0.040072312,"Intron (ENSMUST00000035055.15/17758, intron 2 of 18)", 9,109798085,109832357, 34273,1,"17758","ENSMUST00000197289.2",  15361,17758,Map4
"37524","chr18", 80976996, 80977396,401,"*", 4.985926, 5.489922, 4.204678, 0.8192547,5.376687e-04,0.040072312,"Promoter (<=1kb)",18, 80777356, 80977198,199843,2,"50771","ENSMUST00000091790.5",      0,50771,Atp9b
"71475","chr8",104843634,104844034,401,"*", 4.863110, 5.323796, 4.182277, 0.8410150,5.385576e-04,0.040072312,"Intron (ENSMUST00000034339.10/12562, intron 2 of 11)", 8,104837939,104839649,  1711,1,"12562","ENSMUST00000209911.2",   5695,12562,Cdh5
"28942","chr16", 19792348, 19792748,401,"*", 5.012296, 5.460389, 4.358859, 0.8169199,5.386063e-04,0.040072312,"Intron (ENSMUST00000058839.10/239743, intron 1 of 6)",16, 19775700, 19785069,  9370,2,"239743","ENSMUST00000171910.2",  -7279,239743,Klhl6
"18912","chr12",117595491,117595891,401,"*", 4.501597, 5.036421, 3.642336, 0.8571970,5.393212e-04,0.040087501,"Intron (ENSMUST00000109691.4/217944, intron 9 of 27)",12,117621654,117720464, 98811,1,"217944","ENSMUST00000222105.2", -25763,217944,Rapgef5
"1424","chr1", 73944996, 73945396,401,"*", 5.764632, 6.207952, 5.121385, 0.8152705,5.404232e-04,0.040131406,"Distal Intergenic", 1, 73964576, 73967376,  2801,2,"21961","ENSMUST00000191527.7",  21980,21961,Tns1
"22033","chr14",  6089451,  6089851,401,"*", 4.962810, 5.415415, 4.299644, 0.8163027,5.421750e-04,0.040223442,"Intron (ENSMUST00000017629.12/21974, intron 1 of 35)",14,  6076337,  6080186,  3850,2,"21974","ENSMUST00000159987.2",  -9265,21974,Top2b
"69856","chr8", 46126930, 46127330,401,"*", 4.649032, 5.154571, 3.864020, 0.8242846,5.434764e-04,0.040261889,"Intron (ENSMUST00000067065.14/234214, intron 2 of 25)", 8, 46115033, 46280629,165597,1,"234214","ENSMUST00000130011.8",  11897,234214,Sorbs2
"11525","chr11", 69512679, 69513079,401,"*", 5.403952, 5.825846, 4.805179, 0.7722914,5.437191e-04,0.040261889,"Promoter (<=1kb)",11, 69512850, 69514696,  1847,1,"69215","ENSMUST00000108656.9",      0,69215,Sat2
"11966","chr11", 75239088, 75239488,401,"*", 6.596059, 6.985566, 6.060840, 0.7301469,5.466172e-04,0.040412574,"Promoter (<=1kb)",11, 75239259, 75296531, 57273,1,"319822","ENSMUST00000044530.3",      0,319822,Smyd4
"52991","chr4",132551156,132551556,401,"*", 4.982039, 5.456129, 4.271185, 0.8022652,5.467838e-04,0.040412574,"Distal Intergenic", 4,132556279,132560286,  4008,2,"100336","ENSMUST00000156777.2",   8730,100336,Ppp1r8
"48142","chr3", 94489566, 94489966,401,"*", 5.590575, 6.000013, 5.016747, 0.7890172,5.477935e-04,0.040433113,"Promoter (<=1kb)", 3, 94406620, 94489856, 83237,2,"76742","ENSMUST00000107283.8",      0,76742,Snx27
"30673","chr16", 90080922, 90081322,401,"*", 6.584586, 6.970602, 6.055972, 0.7410240,5.480919e-04,0.040433113,"Promoter (<=1kb)",16, 90025839, 90081196, 55358,2,"224432","ENSMUST00000163419.9",      0,224432,Scaf4
"36572","chr18", 55542021, 55542421,401,"*", 4.868210, 5.329317, 4.186445, 0.8109495,5.503598e-04,0.040562290,"Distal Intergenic",18, 55190657, 55212486, 21830,1,"100043089","ENSMUST00000181765.2", 351364,100043089,Gm4221
"19208","chr13", 13619289, 13619689,401,"*", 4.324703, 4.870357, 3.436582, 0.8459123,5.508979e-04,0.040563866,"Intron (ENSMUST00000005532.9/18073, intron 1 of 19)",13, 13612252, 13676049, 63798,1,"18073","ENSMUST00000222142.2",   7037,18073,Nid1
"3599","chr1",157172831,157173231,401,"*", 4.580464, 5.087867, 3.790882, 0.8494589,5.523893e-04,0.040600932,"Intron (ENSMUST00000078308.13/226525, intron 1 of 17)", 1,156968104,157239504,271401,2,"226525","ENSMUST00000132699.8",  66273,226525,Rasal2
"59510","chr5",147519283,147519683,401,"*", 4.993656, 5.476335, 4.263083, 0.8376063,5.524359e-04,0.040600932,"Exon (ENSMUST00000031653.12/14254, exon 21 of 30)", 5,147551566,147552052,   487,2,"14254","ENSMUST00000142477.2",  32369,14254,Flt1
"13831","chr11",100495127,100495527,401,"*", 5.171352, 5.606670, 4.544954, 0.7895608,5.541239e-04,0.040622794,"Intron (ENSMUST00000239499.2/56354, intron 1 of 13)",11,100473665,100487974, 14310,2,"56354","ENSMUST00000239391.2",  -7153,56354,Dnajc7
"9579","chr11", 21049731, 21050131,401,"*", 4.933770, 5.378608, 4.287293, 0.8218469,5.541972e-04,0.040622794,"Promoter (<=1kb)",11, 21049534, 21049827,   294,1,"108167888","ENSMUST00000121233.2",    197,108167888,2610024D14Rik
"53479","chr4",136275599,136275999,401,"*", 5.597869, 6.001679, 5.035102, 0.7621781,5.545389e-04,0.040622794,"3' UTR", 4,136272576,136282091,  9516,1,"269593","ENSMUST00000168936.2",   3023,269593,Luzp1
"16270","chr12", 31401107, 31401507,401,"*", 6.135520, 6.567546, 5.515968, 0.7732874,5.548035e-04,0.040622794,"Promoter (<=1kb)",12, 31381276, 31401452, 20177,2,"13382","ENSMUST00000110857.5",      0,13382,Dld
"11062","chr11", 60439378, 60439778,401,"*", 4.824426, 5.332551, 4.033067, 0.8320435,5.555822e-04,0.040641897,"Intron (ENSMUST00000134770.2/268420, intron 2 of 3)",11, 60428804, 60449338, 20535,1,"268420","ENSMUST00000044250.4",  10574,268420,Alkbh5
"57022","chr5",100822199,100822599,401,"*", 4.817770, 5.286372, 4.119315, 0.8165706,5.570664e-04,0.040712527,"Promoter (<=1kb)", 5,100802589,100822150, 19562,2,"71883","ENSMUST00000031262.9",    -49,71883,Coq2
"43323","chr2",101459022,101459422,401,"*", 5.356961, 5.797822, 4.718921, 0.7774234,5.592963e-04,0.040837475,"Promoter (<=1kb)", 2,101391126,101459335, 68210,2,"68170","ENSMUST00000111231.10",      0,68170,Iftap
"24728","chr14",102148615,102149015,401,"*", 5.067839, 5.534138, 4.374540, 0.8350478,5.616312e-04,0.040969846,"Intron (ENSMUST00000100337.10/380928, intron 16 of 30)",14,102156513,102168196, 11684,1,"380928","ENSMUST00000159154.2",  -7498,380928,Lmo7
"27637","chr15", 93216840, 93217240,401,"*", 4.935770, 5.443190, 4.146143, 0.8215957,5.644021e-04,0.041097629,"Intron (ENSMUST00000080299.7/67057, intron 2 of 3)",15, 93182159, 93234689, 52531,2,"67057","ENSMUST00000080299.7",  17449,67057,Yaf2
"1933","chr1", 89534202, 89534602,401,"*", 4.846209, 5.333447, 4.105009, 0.8082970,5.644301e-04,0.041097629,"Intron (ENSMUST00000027521.15/347722, intron 2 of 17)", 1, 89507958, 89822999,315042,1,"347722","ENSMUST00000074945.8",  26244,347722,Agap1
"39306","chr19", 38824784, 38825184,401,"*", 5.327653, 5.793048, 4.636375, 0.8218327,5.659501e-04,0.041162376,"Promoter (<=1kb)",19, 38825023, 38908367, 83345,1,"209478","ENSMUST00000037302.6",      0,209478,Tbc1d12
"4748","chr1",192504932,192505332,401,"*", 6.024314, 6.432701, 5.452561, 0.7819155,5.666690e-04,0.041162376,"Distal Intergenic", 1,192515477,192517027,  1551,2,"320952","ENSMUST00000057543.3",  11695,320952,A730013G03Rik
"56549","chr5", 74003803, 74004203,401,"*", 5.218074, 5.662853, 4.571724, 0.8050912,5.668925e-04,0.041162376,"Distal Intergenic", 5, 74070239, 74077764,  7526,1,"69402","ENSMUST00000202487.2", -66036,69402,1700019F05Rik
"22861","chr14", 30941198, 30941598,401,"*", 5.221663, 5.655494, 4.598363, 0.7892988,5.692474e-04,0.041280269,"Promoter (1-2kb)",14, 30939817, 30952309, 12493,1,"218877","ENSMUST00000090180.4",   1381,218877,Sema3g
"10704","chr11", 54646250, 54646650,401,"*", 6.096070, 6.527594, 5.477559, 0.8355333,5.706834e-04,0.041280269,"Intron (ENSMUST00000064104.13/72729, intron 2 of 5)",11, 54631289, 54651165, 19877,2,"72729","ENSMUST00000123424.2",   4515,72729,Cdc42se2
"64615","chr7", 26893509, 26893909,401,"*", 4.821385, 5.305947, 4.086436, 0.8081495,5.719336e-04,0.041280269,"Promoter (1-2kb)", 7, 26886432, 26895185,  8754,2,"53607","ENSMUST00000163311.9",   1276,53607,Snrpa
"31536","chr17", 14080234, 14080634,401,"*", 4.272928, 4.818293, 3.385590, 0.8506688,5.723982e-04,0.041280269,"Exon (ENSMUST00000170827.9/17356, exon 20 of 33)",17, 14087878, 14102729, 14852,1,"17356","ENSMUST00000239324.2",  -7244,17356,Afdn
"73814","chr9", 35074749, 35075149,401,"*", 5.350097, 5.793278, 4.707145, 0.7743641,5.729341e-04,0.041280269,"Intron (ENSMUST00000034539.12/69305, intron 2 of 5)", 9, 35037603, 35087289, 49687,2,"69305","ENSMUST00000155139.2",  12140,69305,Dcps
"19944","chr13", 44149052, 44149452,401,"*", 4.995490, 5.459675, 4.306904, 0.8306159,5.731769e-04,0.041280269,"Distal Intergenic",13, 44164063, 44172073,  8011,2,"102636424","ENSMUST00000245188.1",  22621,102636424,Gm33489
"2576","chr1",131394202,131394602,401,"*", 4.857989, 5.312289, 4.191143, 0.8149806,5.733505e-04,0.041280269,"Intron (ENSMUST00000097588.9/14270, intron 2 of 22)", 1,131364413,131432104, 67692,2,"14270","ENSMUST00000187273.3",  37502,14270,Srgap2
"19608","chr13", 35926148, 35926548,401,"*", 4.909282, 5.373138, 4.221429, 0.8335979,5.734270e-04,0.041280269,"Promoter (<=1kb)",13, 35925296, 36058041,132746,1,"12593","ENSMUST00000163595.3",    852,12593,Cdyl
"31021","chr16", 95680191, 95680591,401,"*", 4.687239, 5.215792, 3.844331, 0.8310760,5.739604e-04,0.041280269,"Intron (ENSMUST00000233116.2/69776, intron 2 of 4)",16, 95632322, 95699913, 67592,2,"69776","ENSMUST00000232930.2",  19322,69776,1600002D24Rik
"77738","chrX", 47602193, 47602593,401,"*", 5.165566, 5.620267, 4.497847, 0.7890125,5.741575e-04,0.041280269,"Promoter (<=1kb)",20, 47563821, 47602303, 38483,2,"26926","ENSMUST00000143466.8",      0,26926,Aifm1
"65636","chr7", 73049322, 73049722,401,"*", 4.985296, 5.447430, 4.301262, 0.8036674,5.743013e-04,0.041280269,"Intron (ENSMUST00000119206.3/244058, intron 1 of 2)", 7, 73040975, 73069647, 28673,1,"244058","ENSMUST00000139780.3",   8347,244058,Rgma
"45350","chr2",157951531,157951931,401,"*", 5.772243, 6.193319, 5.175127, 0.7918056,5.763456e-04,0.041292883,"Intron (ENSMUST00000152452.8/70470, intron 5 of 5)", 2,157912287,157933717, 21431,2,"72340","ENSMUST00000186977.2", -17814,72340,2010009K17Rik
"10823","chr11", 57574187, 57574587,401,"*", 4.829403, 5.313101, 4.096465, 0.8334321,5.765079e-04,0.041292883,"Intron (ENSMUST00000066987.14/171212, intron 1 of 11)",11, 57514524, 57540320, 25797,2,"78762","ENSMUST00000142486.2", -33867,78762,4933424L21Rik
"9033","chr10",128654448,128654848,401,"*", 4.581192, 5.086650, 3.796375, 0.8227503,5.769828e-04,0.041292883,"Promoter (1-2kb)",10,128653202,128684660, 31459,1,"66118","ENSMUST00000218622.2",   1246,66118,Sarnp
"16321","chr12", 32875744, 32876144,401,"*", 4.582127, 5.100127, 3.766169, 0.8352027,5.785410e-04,0.041292883,"Intron (ENSMUST00000220200.2/59027, intron 1 of 5)",12, 32870800, 32885011, 14212,1,"59027","ENSMUST00000218491.2",   4944,59027,Nampt
"39595","chr19", 45986693, 45987093,401,"*", 6.695671, 7.120286, 6.091360, 0.7843350,5.795765e-04,0.041292883,"Promoter (<=1kb)",19, 45805803, 45986927,181125,2,"71617","ENSMUST00000045396.9",      0,71617,Armh3
"1633","chr1", 80304063, 80304463,401,"*", 4.846054, 5.358985, 4.042796, 0.8404995,5.798975e-04,0.041292883,"Exon (ENSMUST00000192816.2/ENSMUST00000192816.2, exon 1 of 1)", 1, 80266548, 80317996, 51449,2,"26554","ENSMUST00000167293.2",  13533,26554,Cul3
"11355","chr11", 67787894, 67788294,401,"*", 5.574166, 5.989248, 4.989115, 0.7626202,5.805093e-04,0.041292883,"Exon (ENSMUST00000021288.10/216835, exon 5 of 15)",11, 67746183, 67767445, 21263,2,"216835","ENSMUST00000129961.2", -20449,216835,Usp43
"66243","chr7", 88915254, 88915654,401,"*", 5.511036, 5.947030, 4.883226, 0.8104483,5.809209e-04,0.041292883,"Intron (ENSMUST00000041968.11/72759, intron 4 of 14)", 7, 88808186, 88947498,139313,2,"72759","ENSMUST00000139320.2",  31844,72759,Tmem135
"1773","chr1", 86436971, 86437371,401,"*", 5.203478, 5.651764, 4.549627, 0.7958825,5.811104e-04,0.041292883,"Distal Intergenic", 1, 86454448, 86458434,  3987,1,"19231","ENSMUST00000045897.15", -17077,19231,Ptma
"72107","chr8",117705422,117705822,401,"*", 6.100686, 6.569455, 5.401858, 0.7833712,5.813781e-04,0.041292883,"Promoter (<=1kb)", 8,117696333,117705682,  9350,2,"69528","ENSMUST00000070577.7",      0,69528,1700030J22Rik
"75758","chr9", 72653227, 72653627,401,"*", 4.582688, 5.071142, 3.838636, 0.8351234,5.817325e-04,0.041292883,"Promoter (<=1kb)", 9, 72653121, 72654545,  1425,1,"17999","ENSMUST00000184287.2",    106,17999,Nedd4
"38112","chr19",  7318894,  7319294,401,"*", 6.107940, 6.495721, 5.575991, 0.7169423,5.818400e-04,0.041292883,"Promoter (<=1kb)",19,  7252761,  7319184, 66424,2,"13728","ENSMUST00000032557.15",      0,13728,Mark2
"72827","chr8",127224590,127224990,401,"*", 6.442440, 6.851893, 5.868580, 0.7984499,5.823590e-04,0.041292883,"Distal Intergenic", 8,127152068,127201804, 49737,2,"212728","ENSMUST00000170518.3", -22786,212728,Tarbp1
"70231","chr8", 68439311, 68439711,401,"*", 5.219082, 5.693719, 4.506982, 0.8067270,5.827374e-04,0.041292883,"Intron (ENSMUST00000212505.2/234353, intron 2 of 15)", 8, 68148699, 68427226,278528,2,"234353","ENSMUST00000093469.11", -12085,234353,Psd3
"11118","chr11", 61191065, 61191465,401,"*", 5.443365, 5.873611, 4.827495, 0.7751811,5.834465e-04,0.041292883,"Distal Intergenic",11, 61147661, 61158290, 10630,2,"11671","ENSMUST00000147291.8", -32775,11671,Aldh3a2
"52366","chr4",122751262,122751662,401,"*", 4.861444, 5.318395, 4.188812, 0.8157806,5.840215e-04,0.041292883,"3' UTR", 4,122756209,122758425,  2217,2,"12331","ENSMUST00000150919.2",   6763,12331,Cap1
"34963","chr18",  6109763,  6110163,401,"*", 4.722635, 5.231581, 3.929251, 0.8199532,5.840924e-04,0.041292883,"Promoter (1-2kb)",18,  6049278,  6111980, 62703,2,"75415","ENSMUST00000182921.2",   1817,75415,Arhgap12
"76452","chr9",106298910,106299310,401,"*", 5.619856, 6.030631, 5.043381, 0.7415037,5.843380e-04,0.041292883,"Distal Intergenic", 9,106306653,106308767,  2115,1,"19944","ENSMUST00000150576.8",  -7343,19944,Rpl29
"2282","chr1",106202382,106202782,401,"*", 5.866978, 6.263070, 5.319175, 0.8048231,5.844722e-04,0.041292883,"Intron (ENSMUST00000061047.7/98432, intron 1 of 16)", 1,106209155,106215152,  5998,1,"98432","ENSMUST00000135810.3",  -6373,98432,Phlpp1
"46918","chr3", 37797873, 37798273,401,"*", 4.911371, 5.385588, 4.200229, 0.8019617,5.850802e-04,0.041298667,"Distal Intergenic", 3, 37815186, 37821446,  6261,1,"118568586","ENSMUST00000196670.2", -16913,118568586,Gm42921
"4484","chr1",184556647,184557047,401,"*", 5.077000, 5.535816, 4.400282, 0.7974090,5.862670e-04,0.041345252,"Promoter (1-2kb)", 1,184545879,184555232,  9354,2,"67247","ENSMUST00000161341.8",  -1415,67247,Mtarc2
"35560","chr18", 32804939, 32805339,401,"*", 4.188668, 4.825875, 3.019524, 0.8525392,5.875778e-04,0.041400497,"Distal Intergenic",18, 32754973, 32755109,   137,2,"115486058","ENSMUST00000157090.3", -49830,115486058,Gm25826
